"zip_code","cbsa_1",cbsa_1_ratio,"cbsa_2",cbsa_2_ratio,"cbsa_3",cbsa_3_ratio,"cbsa_4",cbsa_4_ratio
"10708","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10709","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10710","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10801","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10802","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10803","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10804","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10805","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10901","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10910","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10911","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10912","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10913","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10914","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10915","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10916","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10917","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10918","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10919","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10920","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10921","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10922","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10923","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10924","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10925","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10926","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10927","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10928","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10930","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10931","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10932","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10933","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10940","35620",0.99006093,NULL,NULL,NULL,NULL,NULL,NULL
"10941","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10949","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10950","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10952","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10953","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10954","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10956","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10958","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10959","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10960","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10962","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10963","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10964","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10965","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10968","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10969","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10970","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10973","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10974","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10975","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10976","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10977","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10979","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10980","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10981","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10982","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10983","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10984","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10985","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10986","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10987","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10988","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10989","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10990","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10992","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10993","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10994","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10996","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"10998","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11001","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11002","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11003","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11004","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11005","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11010","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11020","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11021","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11022","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11023","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11024","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11030","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11040","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11042","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11050","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11096","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11101","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11102","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11103","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11104","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11105","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11106","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11109","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11201","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11202","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11203","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11204","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11205","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11206","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11207","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11208","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11209","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11210","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11211","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11212","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11213","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11214","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11215","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11216","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11217","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11218","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11219","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11220","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11221","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11222","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11223","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11224","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11225","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11226","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11228","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11229","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11230","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11231","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11232","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11233","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11234","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11235","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11236","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11237","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11238","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11239","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11241","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11242","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11243","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11245","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11247","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11249","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11251","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11252","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11256","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11351","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11352","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11354","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11355","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11356","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11357","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11358","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11359","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11360","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11361","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11362","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11363","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11364","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11365","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11366","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11367","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11368","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11369","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11370","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11371","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11372","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11373","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11374","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11375","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11377","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11378","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11379","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11380","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11381","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11385","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11386","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11405","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11411","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11412","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11413","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11414","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11415","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11416","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11417","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11418","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11419","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11420","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11421","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11422","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11423","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11424","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11425","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11426","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11427","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11428","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11429","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11430","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11431","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11432","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11433","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11434","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11435","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11436","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11439","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11451","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11499","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11501","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11507","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11509","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11510","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11514","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11516","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11518","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11520","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11530","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11531","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11542","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11545","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11547","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11548","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11549","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11550","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11551","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11552","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11553","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11554","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11556","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11557","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11558","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11559","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11560","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11561","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11563","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11565","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11566","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11568","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11569","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11570","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11571","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11572","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11575","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11576","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11577","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11579","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11580","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11581","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11582","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11590","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11596","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11598","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11599","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11691","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11692","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11693","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11694","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11697","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11701","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11702","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11703","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11704","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11705","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11706","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11709","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11710","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11713","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11714","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11715","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11716","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11717","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11718","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11719","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11720","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11721","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11722","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11724","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11725","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11726","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11727","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11729","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11730","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11731","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11732","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11733","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11735","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11738","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11739","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11740","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11741","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11742","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11743","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11746","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11747","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11749","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11751","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11752","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11753","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11754","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11755","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11756","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11757","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11758","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11762","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11763","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11764","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11765","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11766","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11767","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11768","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11769","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11770","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11771","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11772","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11773","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11776","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11777","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11778","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11779","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11780","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11782","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11783","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11784","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11786","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11787","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11788","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11789","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11790","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11791","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11792","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11793","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11794","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11795","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11796","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11797","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11798","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11801","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11802","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11803","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11804","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11815","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11901","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11930","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11931","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11932","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11933","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11934","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11935","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11937","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11939","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11940","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11941","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11942","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11944","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11946","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11947","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11948","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11949","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11950","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11951","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11952","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11953","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11954","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11955","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11956","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11957","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11958","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11959","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11960","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11961","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11962","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11963","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11964","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11965","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11967","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11968","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11969","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11970","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11971","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11972","35620",1.00000000,NULL,NULL,NULL,NULL,NULL,NULL
"11973","35620",0.00000000,NULL,NULL,NULL,NULL,NULL,NULL
